title,publisher,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024,citeScoreTracker_2024,citeScoreCurrentMetric_2023
American Journal of Distance Education,Taylor and Francis Ltd.,journal,SOCI;COMP,Education;Computer Science Applications,1.466,0.836,28,1180,9,0.0,37,1293,18,0.0,44,1119,32,0.0,4.5,7.2
"American, British and Canadian Studies",Sciendo,journal,SOCI;COMP,Computer Science Applications;Cultural Studies;Sociology and Political Science;Anthropology,0.525,0.118,21,10,16,0.0,21,21,20,0.0,10,19,10,0.0,0.2,0.2
Analog Integrated Circuits and Signal Processing,Springer Netherlands,journal,MATE;COMP,"Signal Processing;Hardware and Architecture;Surfaces, Coatings and Films",0.664,0.351,170,2713,38,0.59,89,2821,34,0.0,99,2351,64,3.03,3.5,3.5
Animal Biotelemetry,BioMed Central Ltd,journal,PHYS;AGRI;COMP,Computer Networks and Communications;Signal Processing;Animal Science and Zoology;Instrumentation,0.836,0.739,39,843,6,0.0,44,820,12,2.27,30,874,26,6.67,4.2,4.2
Annales Mathematicae et Informaticae,Eszterhazy Karoly College,journal,MATH;COMP,Mathematics (all);Computer Science (all),0.368,0.182,27,167,20,0.0,35,151,21,0.0,0,126,0,0.0,0.9,0.9
Annals of Data Science,Springer Science and Business Media Deutschland GmbH,journal,BUSI;DECI;COMP,"Statistics, Probability and Uncertainty;Computer Science Applications;Business, Management and Accounting (miscellaneous);Artificial Intelligence",1.793,0.682,69,751,11,14.49,81,1134,17,16.05,140,1279,88,2.86,7.6,6.5
Annals of Emerging Technologies in Computing,International Association for Educators and Researchers (IAER),journal,ENGI;COMP,Electrical and Electronic Engineering;Computer Science (all),0.868,0.317,25,261,6,12.0,32,324,18,15.63,23,269,18,4.35,3.1,3.5
Annals of GIS,Taylor and Francis Ltd.,journal,EART;COMP,Earth and Planetary Sciences (all);Computer Science Applications,1.535,0.923,37,1145,3,5.41,36,1241,7,5.56,33,1316,25,15.15,6.4,8.3
Annals of Library and Information Studies,National Institute of Science Communication and Information Resources (NISCAIR),journal,SOCI;COMP,Computer Science Applications;Library and Information Sciences,0.31,0.190,32,204,17,0.0,5,206,3,20.0,9,157,8,0.0,1.1,1.6
Annals of Mathematics and Artificial Intelligence,Springer Netherlands,journal,MATH;COMP,Applied Mathematics;Artificial Intelligence,0.967,0.411,56,1563,17,0.0,63,1597,29,0.0,73,1211,49,0.0,2.6,3.0
"Annals of the University of Craiova, Mathematics and Computer Science Series","Universitaria Publishing House, University of Craiova",journal,MATH;COMP,Mathematics (all);Computer Science Applications,0.433,0.259,32,180,22,0.0,36,173,26,0.0,18,147,16,0.0,0.8,1.1
"Annual Review of Control, Robotics, and Autonomous Systems",Annual Reviews Inc.,journal,ENGI;COMP,Human-Computer Interaction;Control and Systems Engineering;Engineering (miscellaneous);Artificial Intelligence,6.606,4.633,27,1496,0,100.0,18,2269,0,100.0,17,2150,8,100.0,26.2,28.3
Annual Review of CyberTherapy and Telemedicine,Virtual Reality Medical Institute,journal,PSYC;MEDI;NEUR;COMP,Psychology (miscellaneous);Neuroscience (miscellaneous);Rehabilitation;Computer Science (miscellaneous),0.187,0.194,24,340,12,4.17,43,325,30,0.0,0,327,0,0.0,1.0,0.8
Annual Reviews in Control,Elsevier Ltd,journal,ENGI;COMP,Software;Control and Systems Engineering,4.225,3.095,52,5690,3,61.54,54,6487,10,62.96,38,6204,16,47.37,17.2,19.0
Applied Artificial Intelligence,Taylor and Francis Ltd.,journal,ENGI;COMP,Artificial Intelligence;Electrical and Electronic Engineering,0.989,0.598,171,2315,12,7.02,107,3067,21,6.54,123,3232,94,6.5,6.6,5.2
Applied Categorical Structures,Springer Netherlands,journal,MATH;COMP,Theoretical Computer Science;Algebra and Number Theory;Computer Science (all),1.162,0.654,48,457,25,0.0,50,510,39,0.0,33,414,29,0.0,1.0,1.3
Applied Clinical Informatics,Georg Thieme Verlag,journal,HEAL;MEDI;COMP,Computer Science Applications;Health Informatics;Health Information Management,0.784,0.900,140,2246,36,10.0,112,2141,56,6.25,57,2014,52,3.51,4.1,4.6
Applied Computational Intelligence and Soft Computing,Hindawi Limited,journal,ENGI;COMP,Artificial Intelligence;Civil and Structural Engineering;Computer Networks and Communications;Computer Science Applications;Computational Mechanics,1.047,0.524,63,470,10,7.94,36,696,8,8.33,30,710,21,6.67,7.5,6.1
Applied Computer Science,Polish Association for Knowledge Promotion,journal,ECON;ENGI;COMP,"Artificial Intelligence;Industrial and Manufacturing Engineering;Mechanical Engineering;Computer Science Applications;Economics, Econometrics and Finance (miscellaneous);Biomedical Engineering;Control and Systems Engineering;Information Systems",0.321,0.148,32,87,13,0.0,39,90,19,0.0,14,169,12,0.0,2.1,1.5
Applied Computing and Geosciences,Elsevier B.V.,journal,EART;COMP,Geology;Computer Science (all),1.121,0.487,24,204,1,4.17,27,237,10,3.7,48,321,36,4.17,3.8,5.5
Applied Computing and Informatics,Emerald Group Publishing Ltd.,journal,COMP,Software;Computer Science Applications;Information Systems,1.417,0.462,48,1406,3,4.17,16,1504,1,0.0,24,1292,4,0.0,15.8,12.2
Applied Intelligence,Springer Netherlands,journal,COMP,Artificial Intelligence,1.528,1.193,1054,12873,52,0.0,1753,17317,359,0.0,699,18566,523,0.0,8.3,6.6
Applied Mathematics and Computation,Elsevier Inc.,journal,MATH;COMP,Applied Mathematics;Computational Mathematics;Computer Science (all),1.416,1.026,735,40713,60,0.41,605,40181,133,0.83,513,34758,293,0.97,7.4,7.9
Applied Mathematics and Information Sciences,Natural Sciences Publishing,journal,MATH;COMP,Analysis;Numerical Analysis;Computational Theory and Mathematics;Computer Science Applications;Applied Mathematics,0.488,0.266,92,1749,31,0.0,135,1822,65,0.0,112,1589,99,0.0,2.0,2.1
Applied Mathematics and Nonlinear Sciences,Sciendo,journal,ENGI;MATH;COMP,Modeling and Simulation;Engineering (miscellaneous);Applied Mathematics;Computer Science (all),0.354,0.250,201,784,51,0.5,681,735,486,0.0,4457,894,4154,0.0,0.4,2.9
Applied Network Science,Springer Nature,journal,MATH;MULT;COMP,Computer Networks and Communications;Computational Mathematics;Multidisciplinary,0.955,0.526,86,1228,12,3.49,82,1320,32,2.44,66,1284,58,3.03,3.0,4.6
Applied Ontology,IOS Press BV,journal,ARTS;SOCI;COMP,Linguistics and Language;Language and Linguistics;Computer Science (all),2.076,0.831,19,387,2,5.26,14,465,3,0.0,9,328,8,0.0,7.0,4.8
Applied Science and Engineering Progress,King Mongkut's University of Technology North Bangkok (KMUTNB),journal,CENG;ENGI;MATE;COMP,Engineering (all);Materials Science (all);Computer Science (all);Chemical Engineering (all),0.903,0.430,69,390,16,15.94,84,706,36,13.1,83,547,59,7.23,4.9,4.7
Applied Sciences (Switzerland),Multidisciplinary Digital Publishing Institute (MDPI),journal,CENG;PHYS;MATE;ENGI;COMP,Engineering (all);Process Chemistry and Technology;Instrumentation;Materials Science (all);Computer Science Applications;Fluid Flow and Transfer Processes,0.924,0.508,13033,106809,1747,5.9,13318,149970,3862,6.25,9607,161817,7524,6.53,5.1,5.3
Applied Soft Computing,Elsevier B.V.,journal,COMP,Software,2.13,1.843,908,53459,15,1.43,1038,57131,83,2.02,1184,53606,648,2.53,13.4,15.8
Applied System Innovation,Multidisciplinary Digital Publishing Institute (MDPI),journal,ENGI;MATH;COMP,Artificial Intelligence;Industrial and Manufacturing Engineering;Human-Computer Interaction;Control and Systems Engineering;Information Systems;Applied Mathematics,1.392,0.788,126,1146,12,11.9,115,1935,21,6.09,99,2242,74,9.09,9.2,7.9
Arab Gulf Journal of Scientific Research,Emerald Publishing,journal,ENVI;BUSI;SOCI;BIOC;MEDI;AGRI;COMP,"Education;Biochemistry, Genetics and Molecular Biology (all);Agronomy and Crop Science;Medicine (all);Environmental Science (all);Water Science and Technology;Computer Science (all);Ecology, Evolution, Behavior and Systematics;Business, Management and Accounting (all)",0.285,0.181,23,122,3,8.7,74,267,21,8.11,92,441,46,11.96,2.4,1.0
Archeologia e Calcolatori,Consiglio Nazionale delle Ricerche,journal,ARTS;SOCI;COMP,Archeology;Computer Science Applications;Archeology (arts and humanities),0.253,0.210,36,73,23,8.33,58,81,50,6.9,32,65,30,3.13,0.8,0.6
Archives of Computational Methods in Engineering,Springer Netherlands,journal,MATH;COMP,Computer Science Applications;Applied Mathematics,3.423,1.801,199,7004,5,72.86,188,9976,11,77.66,217,12254,88,83.87,24.6,19.8
Archives of Design Research,Korean Society of Design Science,journal,ARTS;ENGI;COMP,Architecture;Computer Graphics and Computer-Aided Design;Visual Arts and Performing Arts,0.495,0.176,68,102,35,0.0,80,96,67,1.25,69,123,67,0.0,0.6,0.6
Argument and Computation,IOS Press,journal,MATH;SOCI;COMP,Computer Science Applications;Linguistics and Language;Computational Mathematics;Artificial Intelligence,1.364,0.579,13,335,3,0.0,7,364,3,0.0,8,261,3,0.0,3.7,4.1
Array,Elsevier B.V.,journal,COMP,Computer Science (all),1.564,0.723,104,368,8,13.46,59,845,9,8.47,40,1195,27,17.5,8.3,4.4
Art of Discrete and Applied Mathematics,University of Primorska,journal,MATH;COMP,Discrete Mathematics and Combinatorics;Computational Theory and Mathematics;Applied Mathematics,0.423,0.184,28,63,14,0.0,33,45,19,0.0,13,84,11,0.0,0.8,0.9
"Art, Science, and Engineering of Programming",AOSA Inc.,journal,MATH;COMP,Modeling and Simulation;Artificial Intelligence;Software;Computational Theory and Mathematics;Theoretical Computer Science,0.417,0.212,14,87,6,0.0,29,98,16,0.0,1,71,0,0.0,1.6,1.7
Artifact,Intellect Ltd.,journal,ARTS;COMP,Computer Graphics and Computer-Aided Design;Visual Arts and Performing Arts,0.253,0.149,8,3,5,12.5,0,7,0,0.0,0,13,0,0.0,1.0,0.5
Artificial Intelligence,Elsevier B.V.,journal,ARTS;SOCI;COMP,Language and Linguistics;Linguistics and Language;Artificial Intelligence,3.512,2.042,111,13442,6,0.0,144,14305,26,2.78,112,11333,74,1.79,13.1,11.2
Artificial Intelligence Review,Springer Netherlands,journal,ARTS;SOCI;COMP,Linguistics and Language;Language and Linguistics;Artificial Intelligence,5.068,3.260,161,12277,0,0.0,449,17572,23,0.0,346,20918,191,0.0,22.0,22.0
Artificial Intelligence and Law,Springer Nature,journal,SOCI;COMP,Law;Artificial Intelligence,3.467,1.501,23,926,3,17.39,46,1231,9,4.35,64,939,39,1.56,9.1,9.5
"Artificial Intelligence for Engineering Design, Analysis and Manufacturing: AIEDAM",Cambridge University Press,journal,ENGI;COMP,Artificial Intelligence;Industrial and Manufacturing Engineering,0.912,0.526,35,1303,3,2.86,25,1196,5,12.0,13,1005,8,7.69,4.8,4.4
Artificial Intelligence in Agriculture,KeAi Communications Co.,journal,ENGI;AGRI;COMP,Artificial Intelligence;Computer Science (miscellaneous);Agricultural and Biological Sciences (all);Engineering (miscellaneous);Computer Science Applications,3.292,1.453,25,845,0,16.0,27,1512,2,14.81,26,1890,9,23.08,19.7,21.6
Artificial Intelligence in Geosciences,KeAi Communications Co.,journal,ENGI;EART;COMP,Control and Systems Engineering;Computers in Earth Sciences;Artificial Intelligence;Earth and Planetary Sciences (miscellaneous),0.744,0.907,20,78,1,0.0,20,160,6,5.0,26,261,20,7.69,5.3,4.2
Artificial Intelligence in Medicine,Elsevier B.V.,journal,MEDI;COMP,Health Informatics;Medicine (miscellaneous);Artificial Intelligence,2.189,1.723,133,8145,3,12.03,181,9228,19,13.81,201,8638,112,16.42,10.6,15.0
Artificial Life,MIT Press Journals,journal,AGRI;BIOC;COMP,"Biochemistry, Genetics and Molecular Biology (miscellaneous);Computer Science (miscellaneous);Ecology, Evolution, Behavior and Systematics",0.688,0.406,38,1128,16,0.0,28,1010,10,0.0,25,803,20,0.0,3.3,4.7
Artificial Life and Robotics,Springer Japan,journal,BIOC;COMP,"Biochemistry, Genetics and Molecular Biology (all);Artificial Intelligence",0.565,0.301,102,675,23,0.0,97,773,38,0.0,72,613,60,0.0,2.3,2.0
Artnodes,Universitat Oberta de Catalunya,journal,ARTS;SOCI;COMP,Cultural Studies;Computer Science Applications;Computer Graphics and Computer-Aided Design;Visual Arts and Performing Arts,0.598,0.226,34,73,20,0.0,36,83,26,0.0,47,97,47,0.0,0.6,0.7
Aslib Journal of Information Management,Emerald Group Publishing Ltd.,journal,SOCI;COMP,Information Systems;Library and Information Sciences,1.084,0.625,56,1444,2,0.0,95,1857,20,1.05,85,1836,46,0.0,6.2,5.3
Astronomy and Computing,Elsevier B.V.,journal,PHYS;EART;COMP,Space and Planetary Science;Computer Science Applications;Astronomy and Astrophysics,0.939,0.729,75,1209,10,4.0,72,1259,27,1.39,85,1202,57,4.71,3.4,4.1
At-Automatisierungstechnik,De Gruyter Oldenbourg,journal,ENGI;COMP,Computer Science Applications;Electrical and Electronic Engineering;Control and Systems Engineering,0.518,0.276,103,749,51,2.91,100,758,57,2.0,86,605,77,2.33,1.8,2.0
Atas da Conferencia da Associacao Portuguesa de Sistemas de Informacao,Associacao Portuguesa de Sistemas de Informacao,conferenceproceeding,BUSI;DECI;COMP,Management of Technology and Innovation;Information Systems and Management;Computer Science Applications;Information Systems;Management Information Systems,0.086,0.103,25,36,22,0.0,27,35,27,0.0,0,32,0,0.0,0.2,0.3
AtoZ,"Programa de Pos-Graduacao em Gestao da Informacao, Universidade Federal do Parana",journal,BUSI;SOCI;COMP,Library and Information Sciences;Information Systems;Strategy and Management,0.162,0.149,30,11,26,0.0,32,20,31,0.0,24,19,24,0.0,0.3,0.4
Australasian Journal of Engineering Education,Taylor and Francis Ltd.,journal,ENGI;SOCI;COMP,Human-Computer Interaction;Engineering (all);Education,1.501,0.580,12,194,3,0.0,17,195,2,0.0,3,239,1,0.0,5.6,6.4
Australasian Journal of Information Systems,"UQ Business School, The University of Queensland",journal,BUSI;DECI;COMP,"Human-Computer Interaction;Information Systems;Business, Management and Accounting (miscellaneous);Information Systems and Management",0.658,0.582,24,628,2,0.0,20,902,7,5.0,9,844,6,0.0,5.0,4.4
Automated Software Engineering,Springer Netherlands,journal,COMP,Software,0.961,0.632,62,886,10,0.0,32,996,8,0.0,71,860,42,0.0,4.6,4.8
Automatic Control and Computer Sciences,Pleiades Publishing,journal,ENGI;COMP,Software;Control and Systems Engineering;Signal Processing,0.486,0.259,103,730,57,0.0,114,700,88,0.0,43,497,37,0.0,1.5,1.7
Automatika,Taylor and Francis Ltd.,journal,ENGI;COMP,Control and Systems Engineering;Computer Science (all),0.874,0.412,55,872,8,0.0,117,1079,29,0.0,122,1081,69,0.0,3.4,4.0
Autonomous Agents and Multi-Agent Systems,Springer Netherlands,journal,COMP,Artificial Intelligence,1.89,0.855,53,1638,5,0.0,47,1879,9,2.13,51,1421,41,0.0,5.8,6.0
Autonomous Intelligent Systems,Springer,journal,ENGI;COMP,Electrical and Electronic Engineering;Computer Science (miscellaneous),1.332,0.739,27,38,4,7.41,11,166,4,18.18,21,195,17,9.52,5.4,3.9
Autonomous Robots,Springer Netherlands,journal,COMP,Artificial Intelligence,1.68,1.410,52,6285,4,0.0,90,6538,23,0.0,27,5169,23,0.0,8.4,7.9
BIT Numerical Mathematics,Springer Netherlands,journal,MATH;COMP,Computer Networks and Communications;Software;Applied Mathematics;Computational Mathematics,1.215,1.064,74,2717,10,0.0,59,2645,22,0.0,40,2455,31,0.0,3.1,2.9
BMC Bioinformatics,BioMed Central Ltd,journal,MATH;BIOC;COMP,Structural Biology;Molecular Biology;Biochemistry;Computer Science Applications;Applied Mathematics,0.821,1.005,585,55719,71,0.34,493,53544,135,0.41,339,47449,240,0.59,6.1,5.7
BMC Medical Informatics and Decision Making,BioMed Central Ltd,journal,MEDI;COMP,Computer Science Applications;Health Informatics;Health Policy,1.304,1.002,349,10938,28,0.29,300,12398,70,1.33,314,11740,221,1.91,6.8,7.2
BMJ Health and Care Informatics,BMJ Publishing Group,journal,HEAL;MEDI;COMP,Computer Science Applications;Health Informatics;Health Information Management,1.253,1.114,48,1254,7,12.5,75,1451,20,9.33,47,1417,40,10.64,6.4,6.1
Baghdad Science Journal,University of Baghdad,journal,MATH;PHYS;BIOC;CHEM;AGRI;COMP,"Biochemistry, Genetics and Molecular Biology (all);Physics and Astronomy (all);Mathematics (all);Agricultural and Biological Sciences (miscellaneous);Computer Science (all);Chemistry (all)",0.872,0.291,175,479,43,0.0,237,949,93,0.84,259,1249,174,0.77,2.5,2.0
Baltic Journal of Modern Computing,"University of Latvia, Institute of Mathematics and Informatics",journal,COMP,Computer Science (all),0.456,0.253,53,119,20,3.77,38,163,19,0.0,19,163,18,5.26,1.8,1.8
Behavioral Science and Policy,SAGE Publications Inc.,journal,NEUR;SOCI;MEDI;COMP,"Human-Computer Interaction;Public Health, Environmental and Occupational Health;Behavioral Neuroscience;Development",0.843,0.679,13,127,6,7.69,12,156,8,16.67,0,201,0,0.0,2.5,4.5
Behaviour and Information Technology,Taylor and Francis Ltd.,journal,PSYC;ARTS;SOCI;COMP,Arts and Humanities (miscellaneous);Human-Computer Interaction;Social Sciences (all);Developmental and Educational Psychology,1.436,1.006,188,6309,1,0.0,220,7470,39,0.0,346,7617,181,0.0,8.0,7.7
Beijing Youdian Xueyuan Xuebao/Journal of Beijing University of Posts And Telecommunications,Beijing University Press,journal,ENGI;COMP,Computer Networks and Communications;Electrical and Electronic Engineering,0.247,0.175,120,430,64,4.17,120,399,97,0.0,80,290,73,1.25,0.8,0.9
Bibliothecae.it,"Universita di Bologna, Dipartimento di Beni Culturali, Alma Mater Studiorum",journal,ARTS;SOCI;COMP,History;Information Systems;Library and Information Sciences,0.536,0.111,21,5,20,33.33,47,8,47,0.0,16,7,16,68.75,0.1,0.1
Big Data,Mary Ann Liebert Inc.,journal,DECI;COMP,Computer Science Applications;Information Systems;Information Systems and Management,1.677,0.858,47,1817,10,2.13,40,1885,10,0.0,36,1646,20,0.0,8.3,9.1
Big Data Mining and Analytics,Tsinghua University Press,journal,COMP,Computer Networks and Communications;Computer Science Applications;Information Systems;Artificial Intelligence,3.373,1.933,25,1361,0,12.0,42,1507,3,0.0,56,1422,35,1.79,17.5,20.9
Big Data Research,Elsevier Inc.,journal,BUSI;DECI;COMP,Computer Science Applications;Information Systems;Management Information Systems;Information Systems and Management,1.511,0.869,53,1305,4,5.66,24,1498,8,4.17,46,1294,33,2.17,10.1,8.4
Big Data and Cognitive Computing,Multidisciplinary Digital Publishing Institute (MDPI),journal,BUSI;COMP,Computer Science Applications;Information Systems;Management Information Systems;Artificial Intelligence,1.394,0.820,160,1313,8,8.75,183,2716,24,10.93,140,3149,103,12.14,8.8,7.1
Big Data and Society,SAGE Publications Ltd,journal,DECI;SOCI;COMP,Library and Information Sciences;Information Systems and Management;Communication;Computer Science Applications;Information Systems,3.093,2.448,91,4439,6,0.0,120,5447,16,0.0,78,5778,43,0.0,10.1,10.9
Big Earth Data,Taylor and Francis Ltd.,journal,EART;COMP,Computer Science Applications;Computers in Earth Sciences,1.273,0.928,37,687,0,0.0,41,794,10,2.44,30,762,16,3.33,8.6,7.4
Bio-Algorithms and Med-Systems,Walter de Gruyter,journal,BIOC;MEDI;COMP,"Health Informatics;Biochemistry, Genetics and Molecular Biology (miscellaneous);Medicine (miscellaneous);Computer Science (all)",0.527,0.293,19,164,4,10.53,0,222,0,0.0,0,149,0,0.0,6.2,3.8
BioData Mining,BioMed Central Ltd,journal,MATH;BIOC;COMP,Genetics;Molecular Biology;Computational Theory and Mathematics;Biochemistry;Computational Mathematics;Computer Science Applications,1.413,0.958,30,1294,2,3.33,35,1352,11,2.86,44,1436,36,4.55,8.2,7.9
BioSystems,Elsevier Ireland Ltd,journal,BIOC;ENGI;MATH;COMP,"Modeling and Simulation;Computer Science (miscellaneous);Biochemistry, Genetics and Molecular Biology (all);Biomedical Engineering;Statistics and Probability;Applied Mathematics",0.691,0.410,118,3628,25,2.54,158,3711,67,4.43,177,3012,145,4.52,3.7,3.7
Bioinformatics,Oxford University Press,journal,MATH;BIOC;COMP,Molecular Biology;Computational Theory and Mathematics;Biochemistry;Computational Mathematics;Computer Science Applications;Statistics and Probability,1.547,2.574,1008,187635,106,0.1,936,179955,281,0.21,627,160436,485,0.8,8.8,11.2
Bioinformatics Advances,Oxford University Press,journal,BIOC;COMP,Genetics;Molecular Biology;Structural Biology;Computer Science Applications,0.709,1.329,100,97,20,0.0,191,414,78,1.57,149,809,116,2.68,2.7,1.6
Bioinformatics and Biology Insights,Libertas Academica Ltd.,journal,MATH;BIOC;COMP,Molecular Biology;Computational Mathematics;Biochemistry;Computer Science Applications;Applied Mathematics,0.867,0.974,45,876,6,2.22,54,925,9,3.7,62,1001,51,4.84,3.7,6.8
Biological Cybernetics,Springer Science and Business Media Deutschland GmbH,journal,BIOC;COMP,Biotechnology;Computer Science (all),0.58,0.424,46,5951,12,10.87,30,5703,12,6.67,16,4419,14,0.0,3.3,3.5
Biomedical Instrumentation and Technology,Allen Press Inc.,journal,ENGI;COMP,Computer Networks and Communications;Biomedical Engineering,0.451,0.175,10,393,6,20.0,29,463,15,0.0,6,363,5,0.0,1.2,1.1
Biomedical Physics and Engineering Express,IOP Publishing Ltd.,journal,CENG;BIOC;MEDI;MATE;ENGI;COMP,"Bioengineering;Biomaterials;Biophysics;Radiology, Nuclear Medicine and Imaging;Biomedical Engineering;Computer Science Applications;Health Informatics;Physiology",0.547,0.336,185,1703,31,2.7,176,1894,58,1.7,279,1917,223,5.38,2.2,2.8
