title,publisher,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,citeScoreTracker_2024,citeScoreCurrentMetric_2023,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024
Humanities and Social Sciences Letters,Conscientia Beam,journal,ECON;BUSI;SOCI,"Social Sciences (all);Business, Management and Accounting (all);Economics, Econometrics and Finance (all)",0.484,0.172,1.3,1.4,54,98,21,0.0,42,150,23,0.0,46,167,41,0.0
ICSID Review,Oxford University Press,journal,ECON;SOCI,Law;Finance,1.125,0.622,1.5,1.1,32,344,13,6.25,41,475,28,4.88,10,268,10,0.0
IIMB Management Review,Elsevier Ltd,journal,ECON;BUSI,"Business, Management and Accounting (all);Economics and Econometrics",0.832,0.385,2.6,3.2,35,912,12,0.0,37,1005,22,0.0,24,922,21,4.17
IMA Journal of Management Mathematics,Oxford University Press,journal,ECON;BUSI;MATH;DECI,"Modeling and Simulation;Economics, Econometrics and Finance (all);Strategy and Management;Management Science and Operations Research;Management Information Systems;Applied Mathematics",1.21,0.730,4.3,4.7,26,736,4,3.85,31,709,7,3.23,34,687,21,0.0
IMF Economic Review,Palgrave Macmillan Ltd.,journal,ECON;BUSI,"Business, Management and Accounting (all);Economics, Econometrics and Finance (all)",2.576,3.286,5.6,5.5,26,2344,6,0.0,39,2455,10,0.0,57,2363,43,0.0
IPPR Progressive Review,John Wiley & Sons Inc.,journal,ECON;SOCI,"Political Science and International Relations;Economics, Econometrics and Finance (miscellaneous);Sociology and Political Science",0.28,0.147,0.3,0.5,50,93,42,0.0,40,105,35,0.0,27,81,23,0.0
ISRA International Journal of Islamic Finance,International Shari'ah Research Academy for Islamic Finance (ISRA),journal,ECON;SOCI,Finance;Economics and Econometrics;Development,1.316,0.336,2.9,3.4,26,314,3,0.0,35,467,19,0.0,25,538,23,0.0
ITEA Informacion Tecnica Economica Agraria,Asociacion Interprofesional para el Desarrollo Agrario,journal,ECON;VETE;AGRI,"Horticulture;Agronomy and Crop Science;Economics, Econometrics and Finance (all);Veterinary (all)",0.24,0.158,0.9,0.9,34,150,13,2.94,24,171,18,0.0,18,101,15,5.56
IZA Journal of Development and Migration,Laborwide,journal,ECON;BUSI;SOCI,"Geography, Planning and Development;Development;Organizational Behavior and Human Resource Management;Demography;Economics, Econometrics and Finance (miscellaneous);Sociology and Political Science;Anthropology",0.678,0.609,2.5,1.9,9,96,2,0.0,7,128,4,0.0,10,153,10,0.0
IZA Journal of Labor Economics,Laborwide,journal,ECON;BUSI,Organizational Behavior and Human Resource Management;Economics and Econometrics;Industrial Relations,0.41,0.454,1.0,1.4,8,259,4,0.0,5,270,4,0.0,10,277,10,0.0
IZA Journal of Labor Policy,Laborwide,journal,ECON;BUSI,Organizational Behavior and Human Resource Management;Economics and Econometrics;Industrial Relations,0.494,0.276,1.0,1.0,9,379,2,0.0,8,431,5,0.0,10,406,9,0.0
Iberoamerica (Russian Federation),"Institute of Latin American Studies, Russian Academy of Sciences",journal,ECON;SOCI,"Political Science and International Relations;Economics, Econometrics and Finance (all);Law;Safety Research;Sociology and Political Science",0.648,0.220,0.4,0.5,36,21,28,0.0,37,31,32,0.0,29,17,29,0.0
Ikonomicheski Izsledvania,Bulgarska Akademiya na Naukite,journal,ECON,"Economics, Econometrics and Finance (all)",0.553,0.183,1.0,1.0,80,107,45,1.25,83,212,53,0.0,63,185,57,0.0
Indian Economic Review,"Editorial Office, Indian Economic Review",journal,ECON,"Economics, Econometrics and Finance (miscellaneous);Economics and Econometrics",1.017,0.399,1.0,2.1,23,66,9,0.0,45,108,36,0.0,24,117,22,0.0
Indian Economic and Social History Review,SAGE Publications Ltd,journal,ECON;ARTS;SOCI,History;Social Sciences (all);Economics and Econometrics,0.763,0.127,0.6,0.8,16,567,7,0.0,16,740,14,0.0,13,451,13,0.0
Indian Growth and Development Review,Emerald Group Publishing Ltd.,journal,ECON;BUSI;SOCI,"Geography, Planning and Development;Economics and Econometrics;Business and International Management",0.69,0.295,2.4,2.8,10,152,5,0.0,13,176,6,0.0,21,188,16,0.0
Indian Journal of Economics and Development,The Society of Economics and Development,journal,ECON;BUSI;SOCI,"Finance;Geography, Planning and Development;Business, Management and Accounting (miscellaneous);Economics and Econometrics",0.349,0.154,0.5,0.5,114,49,79,0.0,103,90,91,0.0,67,108,66,0.0
Indian Journal of Finance,Associated Management Consultants Pvt. Ltd.,journal,ECON,"Economics, Econometrics and Finance (miscellaneous);Finance",0.439,0.175,1.7,1.5,44,143,28,2.27,46,135,28,0.0,38,182,36,0.0
Indian Journal of Human Development,Sage Publications India Pvt. Ltd,journal,ECON;SOCI,Social Sciences (miscellaneous);Human Factors and Ergonomics;Economics and Econometrics,0.751,0.305,1.5,1.4,35,252,19,0.0,31,362,21,3.23,10,313,10,0.0
Indian Journal of Labour Economics,Springer International Publishing AG,journal,ECON,Economics and Econometrics,1.147,0.602,1.8,3.2,56,532,21,0.0,52,593,31,0.0,48,717,45,0.0
Industria,Societa Editrice Il Mulino,journal,ECON;BUSI,"Management of Technology and Innovation;Economics, Econometrics and Finance (all);Strategy and Management;Business and International Management",0.288,0.193,0.6,1.4,27,66,18,11.11,24,88,23,8.33,6,63,6,0.0
Industrial Engineering and Management Systems,Korean Institute of Industrial Engineers,journal,ECON;SOCI,"Social Sciences (all);Economics, Econometrics and Finance (all)",0.47,0.203,2.6,2.2,54,375,20,3.7,42,485,30,0.0,20,396,20,0.0
Industrial and Corporate Change,Oxford University Press,journal,ECON;BUSI,"Management of Technology and Innovation;Economics, Econometrics and Finance (all);Economics and Econometrics",1.505,1.252,5.3,5.1,60,5772,2,0.0,59,6158,14,3.39,64,5579,42,0.0
Information Economics and Policy,Elsevier B.V.,journal,ECON;ENVI,"Management, Monitoring, Policy and Law;Economics and Econometrics",1.421,1.511,7.3,5.0,27,1258,8,0.0,24,1362,7,0.0,16,1472,14,0.0
Innovations,De Boeck Supérieur,journal,ECON;BUSI,Economics and Econometrics;Strategy and Management,0.337,0.193,1.0,1.0,20,176,17,5.0,24,191,15,12.5,23,165,22,21.74
Institutions and Economies,University of Malaya,journal,ECON;BUSI,"Business, Management and Accounting (all);Economics, Econometrics and Finance (all)",0.424,0.184,1.3,1.4,20,165,10,0.0,21,252,9,0.0,19,203,18,0.0
Insurance Markets and Companies,LLC CPC Business Perspectives,journal,ECON;BUSI;SOCI,Organizational Behavior and Human Resource Management;Law;Finance;Social Sciences (miscellaneous);Business and International Management,1.057,0.272,3.7,3.5,8,35,3,0.0,14,66,7,0.0,8,61,7,0.0
Insurance: Mathematics and Economics,Elsevier B.V.,journal,ECON;DECI;MATH,"Statistics, Probability and Uncertainty;Statistics and Probability;Economics and Econometrics",1.497,1.113,3.4,3.4,93,4550,13,1.08,64,4738,24,1.56,80,4487,60,0.0
Intellectual Economics,Mykolo Romerio Universitetas,journal,ECON;ARTS;BUSI;SOCI,"Management of Technology and Innovation;Economics, Econometrics and Finance (all);Organizational Behavior and Human Resource Management;Philosophy;Sociology and Political Science",0.336,0.247,2.8,1.9,31,72,11,0.0,20,94,6,0.0,10,128,9,0.0
"Intelligent Systems in Accounting, Finance and Management",John Wiley and Sons Inc,journal,ECON;BUSI,"Business, Management and Accounting (all);Finance",1.231,0.529,7.8,6.0,16,516,0,0.0,16,605,3,0.0,6,560,4,0.0
Intereconomics,Sciendo,journal,ECON;BUSI,"Economics, Econometrics and Finance (miscellaneous);Business, Management and Accounting (miscellaneous)",1.934,0.980,4.5,5.0,65,903,21,0.0,69,1098,35,0.0,48,988,39,0.0
International Advances in Economic Research,Springer Netherlands,journal,ECON,"Economics, Econometrics and Finance (all);Economics and Econometrics",0.508,0.236,1.4,1.5,19,619,9,0.0,22,579,15,0.0,33,603,29,0.0
International Business Review,Elsevier Ltd,journal,ECON;BUSI,Finance;Marketing;Strategy and Management;Business and International Management,2.504,2.548,10.5,14.1,88,9819,1,0.0,96,10665,6,0.0,102,10253,49,0.0
International Economic Journal,Taylor and Francis Ltd.,journal,ECON,"Economics, Econometrics and Finance (all)",0.486,0.292,1.6,2.1,30,733,16,0.0,31,698,17,0.0,30,692,24,0.0
International Economic Review,Wiley-Blackwell Publishing Ltd,journal,ECON,Economics and Econometrics,1.429,2.350,2.5,2.6,56,4059,7,0.0,58,4213,22,0.0,81,3876,59,0.0
International Economics,Elsevier B.V.,journal,ECON;BUSI,"Business, Management and Accounting (all);Economics, Econometrics and Finance (all)",1.468,0.877,6.1,6.3,75,1314,13,1.33,62,1658,19,8.06,61,1725,48,9.84
International Economics and Economic Policy,Springer Verlag,journal,ECON,Economics and Econometrics,0.997,0.475,2.8,3.5,33,587,7,0.0,27,649,13,0.0,40,635,33,0.0
"International Environmental Agreements: Politics, Law and Economics",Springer Netherlands,journal,ECON;SOCI,Political Science and International Relations;Law;Economics and Econometrics,1.299,1.162,6.2,6.0,41,1414,4,0.0,34,1493,9,0.0,26,1361,18,0.0
International Finance,Wiley-Blackwell Publishing Ltd,journal,ECON;SOCI,"Finance;Geography, Planning and Development;Development",0.754,0.519,2.9,2.5,20,561,6,0.0,17,524,9,0.0,8,542,5,0.0
International Insolvency Review,John Wiley and Sons Ltd,journal,ECON;SOCI,Law;Finance,0.094,0.125,0.8,0.8,21,129,13,0.0,23,89,20,0.0,17,88,16,0.0
International Journal of Accounting,World Scientific Publishing Co. Pte Ltd,journal,ECON;BUSI,Finance;Accounting,0.88,0.491,2.2,1.2,21,1395,3,0.0,13,1577,4,0.0,20,1514,17,5.0
International Journal of Accounting Information Systems,Elsevier Inc.,journal,ECON;BUSI;DECI,Finance;Management Information Systems;Accounting;Information Systems and Management,2.358,1.127,8.9,9.0,21,1525,0,0.0,27,1855,2,0.0,36,1941,24,0.0
"International Journal of Accounting, Auditing and Performance Evaluation",Inderscience Enterprises Ltd,journal,ECON;BUSI,Organizational Behavior and Human Resource Management;Finance;Accounting,0.289,0.147,0.6,0.7,16,217,11,0.0,21,232,11,0.0,19,256,11,0.0
International Journal of Agricultural Sustainability,Taylor and Francis Ltd.,journal,ECON;AGRI,Agronomy and Crop Science;Economics and Econometrics,1.122,0.866,6.2,5.9,91,1944,6,0.0,64,1991,14,1.56,48,1902,29,0.0
International Journal of Applied Decision Sciences,Inderscience Enterprises Ltd,journal,ECON;BUSI;DECI,Management Science and Operations Research;Economics and Econometrics;Strategy and Management;Information Systems and Management,0.308,0.213,1.7,1.4,34,217,11,2.94,37,279,24,0.0,28,259,27,0.0
International Journal of Auditing,John Wiley and Sons Ltd,journal,ECON;BUSI,"Economics, Econometrics and Finance (all);Accounting",0.908,0.477,3.4,3.7,40,610,14,0.0,14,947,9,0.0,49,980,35,0.0
"International Journal of Banking, Accounting and Finance",Inderscience,journal,ECON;BUSI,Finance;Economics and Econometrics;Accounting,0.167,0.183,0.6,0.8,10,94,6,0.0,10,115,8,0.0,9,105,8,0.0
International Journal of Business,Chaoyang University of Technology,journal,ECON;BUSI,Finance;Economics and Econometrics;Strategy and Management;Business and International Management,0.2,0.148,0.9,0.7,25,209,14,0.0,25,221,13,0.0,6,173,6,0.0
International Journal of Business Communication,SAGE Publications Inc.,journal,ECON;BUSI,"Economics, Econometrics and Finance (miscellaneous);Business, Management and Accounting (miscellaneous)",1.873,0.825,8.1,7.7,43,1784,5,0.0,78,1985,10,0.0,64,2071,37,0.0
International Journal of Business and Emerging Markets,Inderscience Enterprises Ltd,journal,ECON;BUSI,Marketing;Economics and Econometrics;Strategy and Management;Business and International Management,0.353,0.243,1.6,1.4,21,42,5,0.0,25,92,9,0.0,22,131,17,0.0
International Journal of Business and Society,Universiti Malaysia Sarawak,journal,ECON;BUSI,Finance;Economics and Econometrics;Strategy and Management;Business and International Management,0.435,0.230,1.8,1.8,104,903,35,0.0,75,1027,52,1.33,40,1002,37,0.0
International Journal of Central Banking,Association of the International Journal of Central Banking,journal,ECON,Finance;Economics and Econometrics,1.046,1.466,2.1,2.3,41,968,14,0.0,40,1008,16,0.0,16,967,13,0.0
International Journal of Computational Economics and Econometrics,Inderscience,journal,ECON;COMP,Computer Science Applications;Economics and Econometrics,0.208,0.180,0.6,0.6,29,88,18,0.0,20,115,14,0.0,17,104,17,5.88
International Journal of Consumer Studies,Wiley-Blackwell Publishing Ltd,journal,PSYC;BUSI;MEDI;ECON,"Applied Psychology;Public Health, Environmental and Occupational Health;Economics and Econometrics;Marketing",2.347,2.019,17.8,13.6,132,6479,3,17.42,140,8170,12,24.29,119,8706,55,32.77
International Journal of Development Issues,Emerald Group Publishing Ltd.,journal,ECON;SOCI,Political Science and International Relations;Economics and Econometrics;Development,0.924,0.399,3.1,2.9,25,287,1,0.0,25,416,7,0.0,36,472,23,2.78
International Journal of Development and Conflict,Gokhale Institute of Politics and Economics,journal,ECON;SOCI,"Political Science and International Relations;Economics, Econometrics and Finance (miscellaneous);Development",0.15,0.111,0.5,0.1,13,7,13,0.0,7,14,7,0.0,23,37,11,0.0
International Journal of Digital Accounting Research,Rutgers University,journal,ECON;BUSI;DECI,Finance;Accounting;Information Systems and Management,0.536,0.390,5.1,4.2,7,179,3,0.0,6,196,2,0.0,2,207,2,0.0
International Journal of Diplomacy and Economy,Inderscience,journal,ECON;BUSI;SOCI,Political Science and International Relations;Finance;Economics and Econometrics;Strategy and Management,0.158,0.136,1.5,0.9,11,42,4,0.0,10,54,5,0.0,5,58,4,0.0
International Journal of Disclosure and Governance,Palgrave Macmillan Ltd.,journal,ECON;BUSI,Strategy and Management;Economics and Econometrics;Accounting;Finance;Business and International Management,1.019,0.527,5.0,4.8,29,462,6,0.0,38,614,13,0.0,78,820,45,0.0
International Journal of Economic Policy Studies,Springer Japan,journal,ECON;SOCI,Political Science and International Relations;Sociology and Political Science;Economics and Econometrics,0.473,0.229,1.3,2.0,24,84,8,0.0,25,91,17,0.0,28,147,22,0.0
International Journal of Economic Policy in Emerging Economies,Inderscience,journal,ECON,Economics and Econometrics,0.61,0.253,0.8,1.5,48,239,28,2.08,57,323,46,0.0,36,244,36,0.0
International Journal of Economic Theory,Wiley-Blackwell,journal,ECON,Economics and Econometrics,0.455,0.230,1.2,1.1,35,141,19,0.0,42,177,18,0.0,25,163,22,0.0
International Journal of Economics and Business Research,Inderscience,journal,ECON;BUSI,"Business, Management and Accounting (all);Economics, Econometrics and Finance (all)",0.337,0.203,1.1,1.1,66,252,37,1.52,48,386,36,0.0,65,429,61,0.0
International Journal of Economics and Finance Studies,Social Sciences Research Society,journal,ECON,"Economics, Econometrics and Finance (miscellaneous)",0.624,0.326,3.0,3.4,78,220,30,0.0,95,454,50,0.0,18,308,17,0.0
International Journal of Economics and Management,Universiti Putra Malaysia,journal,ECON;BUSI,"Economics, Econometrics and Finance (all);Strategy and Management;Business and International Management",0.401,0.212,1.8,1.8,34,489,19,0.0,27,547,18,0.0,18,451,18,0.0
International Journal of Electronic Commerce,M.E. Sharpe Inc.,journal,ECON;BUSI,Economics and Econometrics;Business and International Management,1.374,1.196,6.1,7.2,23,3741,7,0.0,24,3695,11,0.0,21,3267,16,0.0
International Journal of Electronic Finance,Inderscience,journal,ECON;BUSI;COMP,Computer Networks and Communications;Management of Technology and Innovation;Finance;Computer Science Applications,0.637,0.186,1.7,1.2,21,85,11,0.0,32,106,21,0.0,18,141,18,0.0
International Journal of Energy Economics and Policy,Econjournals,journal,ECON;ENER,"Economics, Econometrics and Finance (all);Energy (all)",0.596,0.310,3.0,3.2,357,3244,88,0.56,391,3864,175,0.26,348,3979,267,0.29
"International Journal of Energy, Environment and Economics","Nova Science Publishers, Inc.",journal,ECON;ENVI;ENER,"Economics, Econometrics and Finance (all);Environmental Science (all);Energy (all)",0.24,0.221,1.6,1.1,33,59,22,0.0,33,69,32,0.0,0,98,0,0.0
International Journal of Entrepreneurship and Innovation Management,Inderscience Enterprises Ltd,journal,ECON;BUSI,Management of Technology and Innovation;Economics and Econometrics;Strategy and Management;Business and International Management,0.252,0.239,0.9,1.6,18,615,9,0.0,18,574,11,0.0,6,516,6,0.0
International Journal of Entrepreneurship and Small Business,Inderscience Enterprises Ltd,journal,ECON;BUSI,Economics and Econometrics;Business and International Management,0.391,0.272,1.4,1.5,78,1853,36,1.28,78,1819,43,0.0,63,1629,54,0.0
International Journal of Ethics and Systems,Emerald Group Publishing Ltd.,journal,ECON;ARTS,Economics and Econometrics;Philosophy,0.815,0.442,5.4,4.4,36,833,3,2.78,58,1085,9,5.17,92,1358,59,6.52
International Journal of Euro-Mediterranean Studies,EMUNI University,journal,ECON;ARTS;SOCI,Political Science and International Relations;Education;Economics and Econometrics;History;Sociology and Political Science,0.613,0.131,0.6,0.6,9,22,5,0.0,13,25,12,0.0,6,26,6,0.0
International Journal of Finance and Economics,John Wiley and Sons Ltd,journal,ECON;BUSI,Finance;Economics and Econometrics;Accounting,1.212,0.730,7.7,5.7,271,2878,33,0.0,279,4151,59,0.0,355,4846,178,0.0
International Journal of Financial Studies,Multidisciplinary Digital Publishing Institute (MDPI),journal,ECON,Finance,0.902,0.434,4.1,3.7,114,1047,16,1.75,150,1540,36,8.67,95,1853,66,1.05
International Journal of Game Theory,Springer Verlag,journal,ECON;DECI;MATH;SOCI,"Mathematics (miscellaneous);Economics and Econometrics;Statistics, Probability and Uncertainty;Social Sciences (miscellaneous);Statistics and Probability",1.212,0.422,1.1,1.3,26,1611,12,0.0,52,1745,33,0.0,45,1549,39,0.0
International Journal of Gender and Entrepreneurship,Emarald Group Publishing Ltd,journal,ECON;BUSI;SOCI,Gender Studies;Economics and Econometrics;Business and International Management,1.291,1.020,6.9,7.4,26,1113,2,3.85,19,1361,1,10.53,31,1453,20,6.45
International Journal of Green Economics,Inderscience Enterprises Ltd,journal,ECON,"Economics, Econometrics and Finance (all)",0.36,0.426,3.4,3.4,22,271,7,0.0,20,386,19,0.0,15,364,14,6.67
